ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Ancilary Feature To Date,Ancillary Feature Cultural Period,Ancillary Feature From Date,Ancillary Feature Type,Ancillary Feature Use Type,Cadastral Reference,Component Type,Condition Description,Condition Image,Condition Type,Construction Technique,Date Condition Assessed,Date Evaluated,Description,Description Type,Designation or Protection From Date,Designation or Protection To Date,Disturbance Type,End Date of Existence,End Date Type,External Identifier Type,External Source,External XRef,Geometry Qualifier,Heritage Resource Type,Heritage Resource Type Cultural Period,Heritage Resource Type From Date,Heritage Resource Type To Date,Heritage Resource Use Type,Integrity Type,Keyword,Management Recommendation,Material,Measurement Type,Measurement Unit,Measurement Value,Modification Date,Modification Description,Modification Type,Name,Name Type,Period of Significance From Date,Period of Significance To Date,Place Address,Place Description,Reasons,Recommendation Type,Reference Image,Resource Type Classification,Setting Type,Spatial Coordinates Geometry,Start Date of Existence,Start Date Type,Status,Style,Style Cultural Period,Style From Date,Style To Date,Style Use Type,Threat Type,Type of Designation or Protection
a8826a57-e7f9-45fe-956b-dd3886e24b29,Primary,Hollywood Community Plan Area,Community Plan Area,,,,,,,,,,,,,2014-08-01,"The property meets the criteria for HCM designation because it embodies the 'distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction,' as an example of textile block architecture with Mayan influences. It is also associated with the 'notable work of a master builder, designer, or architect,' as a work by master architect Frank Lloyd Wright. The house is one of five that he designed in Los Angeles, three of which are concrete block. The property meets Criterion A for National Register designation for similar reasons.",Primary,,,,,,Processing ID,,HCM-96,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,,,Storer House,Primary,2023-01-01,,8161 W HOLLYWOOD BLVD,,"The property meets the criteria for HCM designation because it embodies the 'distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction,' as an example of textile block architecture with Mayan influences. It is also associated with the 'notable work of a master builder, designer, or architect,' as a work by master architect Frank Lloyd Wright. The house is one of five that he designed in Los Angeles, three of which are concrete block. The property meets Criterion A for National Register designation for similar reasons.",,,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.3673262263024 34.10094112682697, -118.3672819679744 34.10092721967207, -118.367206106935 34.10102071343957, -118.367154790764 34.10101685746522, -118.3671535508744 34.10102035104617, -118.3671072924712 34.10102488821026, -118.3670407102526 34.10101986949778, -118.3669967249895 34.10100796736465, -118.3669200646845 34.10100220978714, -118.3669213731795 34.10099929305608, -118.3668973874748 34.1008402358921, -118.3669021087369 34.10083969945819, -118.3669078201101 34.10083896766574, -118.3669134980896 34.10083815353782, -118.3669191758278 34.10083728445277, -118.3669248200518 34.10083630555378, -118.3669304308821 34.10083524431943, -118.3669360413505 34.10083410064935, -118.3669416185458 34.10083290212238, -118.3669471622266 34.10083159378151, -118.3669526726344 34.10083023058378, -118.3669581825596 34.10082875747186, -118.3669618776631 34.10082772953279, -118.3670271341822 34.10080920294401, -118.3670320496525 34.1008077591132, -118.3670368988177 34.10080626052594, -118.3670417476208 34.10080467950301, -118.367046530119 34.10080304372362, -118.3670512792232 34.10080132560893, -118.367056028086 34.10079955253713, -118.3670607105231 34.10079769723038, -118.3670653596869 34.10079578706678, -118.3670699754568 34.10079379456799, -118.3670745249216 34.10079174731272, -118.3670790411131 34.10078964520066, -118.3670835239106 34.10078746075337, -118.3670879734349 34.10078522144928, -118.3670923565334 34.10078289991029, -118.3670966733267 34.10078052361489, -118.3671009568467 34.10077809246276, -118.3671052069728 34.10077557897535, -118.3671093578825 34.1007730383104, -118.36711350843 34.10077041520987, -118.3671175596406 34.10076773745332, -118.3671215775778 34.10076500484006, -118.3671255290892 34.10076218999187, -118.3671321140964 34.10075730622869, -118.3671345833986 34.10075545764334, -118.3671385679409 34.10075264269443, -118.3671426852133 34.10074996473629, -118.3671469020636 34.10074739639084, -118.3671512184916 34.10074493765807, -118.367155634618 34.1007426160164, -118.3671601174111 34.10074043156628, -118.3671647329343 34.10073838410687, -118.3671670738484 34.10073738775523, -118.3671717893113 34.10073553234378, -118.3671765714409 34.10073381412379, -118.3671814532691 34.10073223299491, -118.3671863688528 34.10073081663631, -118.3671913509826 34.10072950999069, -118.3671963998998 34.10072836801501, -118.367201482452 34.10072736333103, -118.367272511233 34.10071447971004, -118.3672792773184 34.10071322259611, -118.3672859768573 34.10071185576862, -118.3672926759131 34.10071037902689, -118.3672993415748 34.10070881994979, -118.3673059737217 34.10070715105876, -118.3673125394427 34.10070539993275, -118.3673157065107 34.10070448350339, -118.3673262263024 34.10094112682697))))",2023-01-01,Built Date,1S,Mayan ,,,,,,National Register of Historic Places
a8826a57-e7f9-45fe-956b-dd3886e24b29,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,148-5A175 257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8826a57-e7f9-45fe-956b-dd3886e24b29,,,,,,,,,,,,,,,,,,,,,,,,House ID,,977250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8826a57-e7f9-45fe-956b-dd3886e24b29,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8826a57-e7f9-45fe-956b-dd3886e24b29,,,,,,,,,,,,,,,,,,,,,,,,National Register of Historic Places Reference Number,,71000152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8826a57-e7f9-45fe-956b-dd3886e24b29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 96,Los Angeles Historic Cultural Monument,,,,,,,,,,,,,,,,,,,,
a8826a57-e7f9-45fe-956b-dd3886e24b29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Storer House,National Register of Historic Places,,,,,,,,,,,,,,,,,,,,
a9e38ffd-b3d5-4884-a704-506fab25c92f,Primary,South Los Angeles Community Plan Area,Community Plan Area,,,,,,,,,,,,,,,,,,,,,SurveyLA ID,,a9e38ffd-b3d5-4884-a704-506fab25c92f,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,,Windows replaced - all,2060 W 22ND ST,Primary,,,2060 W 22ND ST,,,,,,,GEOMETRYCOLLECTION (POINT (-118.30817 34.03612)),2008-01-01,Built Date,6L,Craftsman,,,,,,
a9e38ffd-b3d5-4884-a704-506fab25c92f,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9e38ffd-b3d5-4884-a704-506fab25c92f,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9e38ffd-b3d5-4884-a704-506fab25c92f,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9e38ffd-b3d5-4884-a704-506fab25c92f,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9e38ffd-b3d5-4884-a704-506fab25c92f,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9e38ffd-b3d5-4884-a704-506fab25c92f,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9e38ffd-b3d5-4884-a704-506fab25c92f,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9e38ffd-b3d5-4884-a704-506fab25c92f,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9e38ffd-b3d5-4884-a704-506fab25c92f,,,,,,,,,,,,,,,,,,,,,,,,House ID,,571693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9e38ffd-b3d5-4884-a704-506fab25c92f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6L,,,,,,,
b20c2096-a783-4f87-b867-56ea593b95fb,,,,,,,,,,,,,,,,,"Thomas Edison's Menlo Park Laboratory was originally located in Menlo Park, New Jersey before being moved to The Henry Ford Museum in Dearborn, Michigan.",Primary,,,,,,Processing ID,,PLC-00003,,,,,,,,,,,,,,,,,Menlo Park Laboratory - Original Location,Primary,,,,,,,/files/uploadedfiles/Menlo.JPG,,,GEOMETRYCOLLECTION (POINT (-74.339444 40.563056)),1876-01-01,Start Date,,,,,,,,
b28ababa-c95c-41e1-ada9-a561372b6afd,Primary,South Los Angeles Community Plan Area,Community Plan Area,,,,,,,,,,,,,,,,,,,,,SurveyLA ID,,b28ababa-c95c-41e1-ada9-a561372b6afd,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,,No major alterations,2237 S HARVARD BLVD,Primary,,,2237 S HARVARD BLVD,,,,/files/uploadedfiles/17254404-ac91-4158-95ec-c7bc3de5d07a.JPG,,,GEOMETRYCOLLECTION (POINT (-118.3069 34.03484)),2003-01-01,Built Date,3D,Shingle,,,,,,
b28ababa-c95c-41e1-ada9-a561372b6afd,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b28ababa-c95c-41e1-ada9-a561372b6afd,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b28ababa-c95c-41e1-ada9-a561372b6afd,,,,,,,,,,,,,,,,,,,,,,,,House ID,,571908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b28ababa-c95c-41e1-ada9-a561372b6afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,
b6ad8ea8-f8a3-483d-8c07-8ba9fd334f5a,Primary,Bel Air - Beverly Crest Community Plan Area,Community Plan Area,,,,,,,,,,,,,2014-07-31,"The property meets the criteria for HCM designation because it reflects 'the broad cultural, political, economic or social history of the nation, state, or community,' for its association with the Case Study House program (1945-1966), which profoundly influenced mid-twentieth century residential design. Sponsored by John Entenza's Arts & Architecture magazine, the Case Study Houses were experiments in residential architecture designed to help meet the demands of the postwar housing boom. Leading architects were commissioned to create model residences using inexpensive materials and innovative design. The property meets Criteria A for listing in the National Register of Historic Places for similar reasons.",Primary,,,,,,Processing ID,,HCM-669,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,,,Bailey House - Case Study House #21,Primary,1958-01-01,,9038 W WONDERLAND PARK AVE,,"The property meets the criteria for HCM designation because it embodies the 'distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction,' as an excellent example of Mid-Century Modern architecture with International influences. It is also associated with the 'notable work of a master builder, designer, or architect,' as a work by master architect Pierre Koenig, FAIA.",,,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.3916634368298 34.11679691780981, -118.3916297993091 34.11671843720571, -118.3916146051864 34.11668394548294, -118.3915986852688 34.11664967594118, -118.3915820727237 34.11661565595156, -118.3915647014757 34.11658188572783, -118.391546670511 34.11654833747014, -118.3915279141404 34.11651509382764, -118.3915195884965 34.1165009966529, -118.3919881166021 34.11629860725701, -118.3918814840566 34.11660498541119, -118.3918807015767 34.11660721373811, -118.3918789070251 34.11661202836193, -118.3918770132303 34.1166168158287, -118.3918750532305 34.11662157603118, -118.3918729609494 34.11662630918367, -118.3918707694251 34.11663101517902, -118.391868511567 34.11663566643166, -118.3918661214275 34.11664029063427, -118.3918636650828 34.11664488757264, -118.3918610764569 34.11664945746097, -118.3918584214971 34.11665397260655, -118.3918556672939 34.11665846059497, -118.3918528137187 34.11666289394774, -118.3918498609003 34.11666730014341, -118.3918468417477 34.11667165159624, -118.3918436903138 34.11667597599897, -118.391840472546 34.11668024565898, -118.391837188444 34.11668446057616, -118.3918337719319 34.11668862096485, -118.3918302892145 34.11669275408914, -118.3918267400342 34.11669680499219, -118.3918230916106 34.11670082873794, -118.3918193438149 34.11670479784809, -118.3918155295563 34.11670868473685, -118.3918116160543 34.11671254446836, -118.3918076362182 34.11671634945709, -118.3918035899193 34.11672007222445, -118.391799444377 34.11672376783454, -118.3917952323719 34.11672738122329, -118.3917909539039 34.11673091239069, -118.3917865761924 34.11673441640081, -118.3917821320182 34.11673783818951, -118.3917776545479 34.11674120512824, -118.3917730775767 34.11674448995276, -118.3917684012333 34.11674772014135, -118.3917636915939 34.11675089548, -118.3917589154917 34.11675398859727, -118.3917540729267 34.11675699949308, -118.3917491970657 34.11675995553888, -118.3917442217038 34.11676282947037, -118.3917391800078 34.11676564865887, -118.3917341048872 34.11676838551883, -118.3917289633037 34.1167710401574, -118.3917237553861 34.11677364005293, -118.3917185139152 34.11677613014147, -118.3917132061103 34.11677856548705, -118.3917078648807 34.11678091850403, -118.3917024573171 34.116783216778, -118.3916970162001 34.11678540524496, -118.3916915416585 34.11678751138331, -118.3916860007829 34.11678956277868, -118.3916804264827 34.11679153184544, -118.3916747855911 34.11679339121221, -118.3916691444418 34.11679519562179, -118.3916634368298 34.11679691780981))))",1958-01-01,Built Date,1S,"""Modern, Mid-Century""",,,,,,National Register of Historic Places
b6ad8ea8-f8a3-483d-8c07-8ba9fd334f5a,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,153B169   232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6ad8ea8-f8a3-483d-8c07-8ba9fd334f5a,,,,,,,,,,,,,,,,,,,,,,,,House ID,,985190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6ad8ea8-f8a3-483d-8c07-8ba9fd334f5a,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6ad8ea8-f8a3-483d-8c07-8ba9fd334f5a,,,,,,,,,,,,,,,,,,,,,,,,National Register of Historic Places Reference Number,,13000518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6ad8ea8-f8a3-483d-8c07-8ba9fd334f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 669,Los Angeles Historic Cultural Monument,,,,,,,,,,,,,,,,,,,,
b6ad8ea8-f8a3-483d-8c07-8ba9fd334f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case Study House No. 21,National Register of Historic Places,,,,,,,,,,,,,,,,,,,,
b6ad8ea8-f8a3-483d-8c07-8ba9fd334f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S,,,,,,,
b6ad8ea8-f8a3-483d-8c07-8ba9fd334f5a,,,,,,,,,,,,,,,,2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6ad8ea8-f8a3-483d-8c07-8ba9fd334f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958-01-01,,,,,,,,,,,,,,,,,,,
b6ad8ea8-f8a3-483d-8c07-8ba9fd334f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The property meets the criteria for HCM designation because it reflects +Ã³GÃ©Â¼+Ã´the broad cultural, political, economic or social history of the nation, state, or community,+Ã³GÃ©Â¼-Â¥ for its association with the Case Study House program (1945-1966), which profoundly influenced mid-twentieth century residential design. Sponsored by John Entenza's Arts & Architecture magazine, the Case Study Houses were experiments in residential architecture designed to help meet the demands of the postwar housing boom. Leading architects were commissioned to create model residences using inexpensive materials and innovative design. The property meets Criteria A for listing in the National Register of Historic Places for similar reasons.",,,,,,,,,,,,,,,
b881d3f0-9e77-429b-979d-24da298c1a3f,,Hollywood Community Plan Area,Community Plan Area,,,,,,,,,,,,,,,,1971-10-14,,,,,Processing ID,,HCM-123,,,,,,,,,,,,,,,,,Lovell House,Primary,,,,,,,/files/uploadedfiles/LovellHouse.jpg,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.2879528405284 34.11829346413843, -118.2876510595401 34.1181776727058, -118.2876518147045 34.11817629696894, -118.2876527008895 34.11817459117474, -118.2876535539411 34.11817285798064, -118.2876543739539 34.11817112486513, -118.2876551608334 34.11816936434974, -118.287655914674 34.11816760391299, -118.2876566023426 34.1181658161549, -118.2876572900111 34.11816402839679, -118.287657911602 34.11816224079602, -118.2876585000596 34.11816042579524, -118.2876590554785 34.11815861087312, -118.2876595778585 34.11815679602967, -118.2876600671997 34.11815498126481, -118.2876604903689 34.11815313917869, -118.2876609135379 34.11815129709257, -118.2876612706295 34.1181494551637, -118.2876615946824 34.11814761331345, -118.2876618856019 34.11814574406331, -118.2876621105383 34.11814390244899, -118.2876623353802 34.11814203335613, -118.2876624941447 34.11814016442054, -118.2876626198703 34.11813829556355, -118.2876627125571 34.11813642678526, -118.2876627722052 34.11813455808554, -118.2876627988146 34.11813268946451, -118.2876627593464 34.11813082100072, -118.2876626868395 34.11812895261558, -118.2876625812939 34.11812708430907, -118.2876624427095 34.11812521608123, -118.2876622710863 34.118123347932, -118.2876620333857 34.11812147994006, -118.2876617627408 34.11811963950531, -118.2876614589627 34.11811777167061, -118.2876611222404 34.11811593139314, -118.2876607524793 34.1181140911943, -118.2876603496795 34.11811225107414, -118.2876598808023 34.1181104111112, -118.2876593789808 34.11810859870547, -118.2876588441207 34.11810678637838, -118.2876582762218 34.11810497412993, -118.2876576752842 34.11810316196012, -118.2876570414024 34.11810137734748, -118.2876563414432 34.11809959289213, -118.287655641484 34.11809780843677, -118.2876548755419 34.11809605161725, -118.2876540765611 34.11809429487634, -118.2876532446361 34.11809256569264, -118.2876523796724 34.11809083658755, -118.2876514817646 34.1180891350397, -118.2876505177793 34.11808743364906, -118.2876495538886 34.11808575973701, -118.2876485569592 34.11808408590358, -118.2876474939524 34.11808241222742, -118.2876464310402 34.11808076602978, -118.2876453021451 34.11807914746803, -118.2876441733445 34.11807755638478, -118.2876429784666 34.11807596545875, -118.2876417505499 34.11807437461141, -118.2876405227279 34.11807281124261, -118.287639228923 34.11807127550961, -118.2876379352126 34.11806976725516, -118.2876365754248 34.11806825915797, -118.2876352157317 34.11806677853929, -118.2876337900557 34.11806532555646, -118.2876323644742 34.11806390005217, -118.287631071615 34.11806263910473, -118.2876306074656 34.11806217306997, -118.2876300770498 34.11806165223528, -118.2876295465393 34.11806110392206, -118.2876290490676 34.11806055553019, -118.2876285515959 34.1180600071383, -118.2876280541242 34.11805945874644, -118.2876275895968 34.11805888279739, -118.2876271250693 34.11805830684832, -118.2876266935805 34.11805773082062, -118.2876262620918 34.11805715479291, -118.2876258305085 34.11805655128663, -118.2876254319639 34.11805594770176, -118.2876250334195 34.11805534411687, -118.2876246348749 34.11805474053199, -118.2876242692746 34.11805410938986, -118.2876239036742 34.1180534782478, -118.2876235381685 34.1180528745843, -118.2876232056069 34.11805224336354, -118.2876229059895 34.11805158458566, -118.2876225734279 34.11805095336489, -118.2876223068492 34.11805029450834, -118.2876220073263 34.11804966320901, -118.2876217407477 34.11804900435244, -118.2876215072078 34.1180483454173, -118.2876212736678 34.11804768648217, -118.2876210401279 34.11804702754694, -118.2876208395322 34.11804634105457, -118.287620639031 34.11804568204081, -118.2876204384352 34.11804499554845, -118.2876202709728 34.11804433645604, -118.2876201364545 34.11804364980644, -118.2876199688975 34.11804296323544, -118.2876198674179 34.11804227650718, -118.2876197328997 34.11804158985757, -118.2876196315146 34.11804093060787, -118.2876195630738 34.11804024380099, -118.2876194945384 34.1180395295156, -118.2876194591363 34.1180388426301, -118.2876193906955 34.11803815582321, -118.2876193883321 34.11803746885912, -118.28761935293 34.11803678197362, -118.2876193836053 34.11803609493086, -118.2876193812419 34.11803540796674, -118.2876194119172 34.11803472092399, -118.2876194756313 34.11803403380262, -118.2876195393453 34.11803334668124, -118.2876196029648 34.1180326320813, -118.2876196998121 34.11803197235985, -118.2876197965649 34.11803128515989, -118.2876199263563 34.11803059788124, -118.2876200561478 34.11802991060261, -118.287620218978 34.11802922324536, -118.2876203819027 34.11802856336666, -118.2876205447329 34.1180278760094, -118.2876207406963 34.11802721605209, -118.2876209365652 34.11802652861622, -118.2876211655673 34.11802586858026, -118.2876213945694 34.1180252085443, -118.2876216566103 34.11802454842975, -118.2876219186511 34.11802388831516, -118.287622180692 34.11802322820061, -118.287622475866 34.11802259548597, -118.28762277104 34.11802196277135, -118.2876230991583 34.11802130249951, -118.2876234273711 34.11802066970627, -118.2876237555838 34.11802003691299, -118.2876241169298 34.11801943151965, -118.2876244781813 34.11801879864778, -118.287624872566 34.11801819317583, -118.2876252669507 34.11801758770387, -118.2876256613354 34.1180169822319, -118.2876260887588 34.11801637668133, -118.2876265162767 34.11801579860926, -118.2876269437947 34.11801522053727, -118.2876274043513 34.11801464238659, -118.2876278649079 34.11801406423596, -118.2876283585032 34.11801348600663, -118.2876288521931 34.11801293525593, -118.2876293458829 34.11801238450519, -118.287629872706 34.11801186115443, -118.2876378062941 34.11800348872087, -118.2876455742143 34.11799497928712, -118.2876531766557 34.11798638781041, -118.2876605804853 34.11797768689075, -118.2876678187416 34.11796887644964, -118.2876748583861 34.11795995656559, -118.2876817324574 34.11795092716014, -118.2876883749728 34.11794181586914, -118.2876948519151 34.11793259505671, -118.2877011303404 34.11792329228018, -118.2877072102484 34.11791390753951, -118.2877117116753 34.11790666990185, -118.2877269871772 34.11788121565566, -118.2877417333894 34.11785557031623, -118.2877559501232 34.11782967892654, -118.2877696045294 34.11780359652253, -118.2877826966084 34.11777732310451, -118.2877952593995 34.11775085859388, -118.2878072598643 34.11772420306956, -118.2878186981925 34.11769741148878, -118.2878295741955 34.1176704288947, -118.2878397896093 34.11764350283043, -118.2881435350321 34.11767789692663, -118.2879671820246 34.11798726128773, -118.2882004280527 34.11808046294087, -118.2879528405284 34.11829346413843))))",,,,,,,,,,National Register of Historic Places
